id,mark_x,mark_com,jiaoyiduifang,price,method,mark_y,_merge
2120376,100%股权,中山环保,邓少林、梁锦华、宋应民、刘凤权、何桂雄、郭凤萍、黎洪勇、黄庆泉、梁小珠、邓少军、李林、谭露宁、洪剑波、辛忠汉、黄绮勤、谭燕琼、陈焕良、梁文光、黄永德、余富兰、刘剑峰、许海荣、黄路明、罗普、陈庆金、杨洁连、刘毅、傅凯、李上权、吴峰、梁锦旭、李渊明、廖伟炎、马新宇、罗关典、黄绮珊、梁锦红、陈君纨、彭国辉、黄志辉、李小伟、海富恒远、君丰银泰、中科白云、海圣创投、中科恒业、极纯水质、君丰恒利、汇博红瑞,950000000.0,收益法,,left_only
2120376,100%股权,上海立源,徐立群、上海鑫立源、邦明科兴,324624600.0,收益法,,left_only
2117491,100%股权,塑米信息,金创盈、金塑创投、陈烈权、广信投资、卞晓凯、王全胜、张忠、万联天泽、康远投资,1680000000.0,收益法,,left_only
2043583,100%股权,东方梦幻,孟宪民、王冰、沈文、温剑锋、崔雪文、厦门荣信博投资合伙企业(有限合伙)、上海允程资产管理有限公司、北京济安金信科技有限公司,1290000000.0,收益法,,left_only
2036525,51%股权,芜湖三益,国药控股,,资产基础法,,left_only
2036525,51%股权,国药一心,国药控股、杭州潭溪,,收益法,,left_only
2036525,51%股权,致君制药,国药一致,,收益法,,left_only
2036525,51%股权,坪山制药,国药一致,,收益法,,left_only
2036525,51%股权,致君医贸,国药一致,,收益法,,left_only
2036525,100%股权,国工有限,国药工业,,资产基础法,,left_only
2036525,100%股权,国药威奇达,国药工业、韩雁林,,收益法,,left_only
2036525,100%股权,汕头金石,国药工业、蔡东雷、周素蓉、李彬阳、陈丹瑾、吴爱发、黄惠平、林基雄、陈振华、陈茂棠、刘淑华、黄春锦、杨时浩,,收益法,,left_only
2036525,52.92%股权,青海制药,国药工业,,资产基础法,,left_only
2036525,55%股权,新疆制药,国药工业,,资产基础法,,left_only
2036525,33%股权,中抗制药,韩雁林,,收益法,,left_only
2036222,51%股权,浙江雍竺实业有限公司,广厦房地产开发集团有限公司,,资产基础法,,left_only
2036222,100%股权,浙江广厦东金投资有限公司,广厦房地产开发集团有限公司,,资产基础法,,left_only
2035127,80%的股权,华视网聚,陈同刚、周正、张明、金永全、胡轶俊,3200000000.0,,,left_only
2030998,100%股权,沃特玛,李瑶、李金林、耿德先、刘坚、朱金玲、李飞、董丹舟、陈曦、史晓霞、蔡俊强、李细妹、钟向荣、长园盈佳、德联恒丰、天瑞达、佘静、京道天枫,5200000000.0,收益法,,left_only
2027090,100%的股权,星河园林,李大海、陈子舟、史自锋、崔荣峰、孟令军、张书、禹润平、刘金宝、姜乐来、陈阳、侯晓飞、李维彬、杨志宏、众鑫仁合,845000000.0,,,left_only
1935396,100%股权,协鑫有限,上海其辰,4500000000.0,收益法,,left_only
1935229,100%的股权,珠海祥乐,寇冰、胡承华,600000000.0,收益法,,left_only
1932997,100%股权,千足文化,倪金马、金玉堂,2160000000.0,收益法,,left_only
1931302,100%股权,能投天然气,云南能投集团,954946300.0,资产基础法,,left_only
1931302,70%股权,天冶化工,云南能投集团,225627900.0,资产基础法,,left_only
1931302,52%股权,黄家坪水电,云南能投集团,19611100.0,资产基础法,,left_only
1931302,100%股权,天聚化工,云南能投集团,67724600.0,资产基础法,,left_only
1931302,55%股权,普阳煤化,云南能投集团,0.0,资产基础法,,left_only
1928354,100%的股权,北京泰豪智能工程有限公司,西藏泰豪、恒通达泰、汇达基金、新余京达,1800000000.0,收益法,,left_only
1928175,配电网节能业务,国网节能,国网节能服务有限公司,373514600.0,资产基础法,,left_only
1922537,100%股权,成都魔方,廖继志、景华、宁晨、周永麟、姜省路、成都几于道信息技术中心(有限合伙)、青岛金王集团有限公司、青岛华润丰投资有限公司,720000000.0,市场法、收益法,,left_only
1909309,100%股权,百川燃气股份有限公司,百川资管、王东海、中金佳泰、王东江、王东水、秦涛、韩啸、马福有、张德文、李金波、介保海、付胜利、宋志强、沈亚彬、贾占顺、肖旺、符智伟、张志飞、叶海涛、刘宗林、杨国忠、王利华、贾俊霞、李祥、高广乔、郭淑城、袁伯强、窦彦明、贾俊青、尹志强、侯丙亮、王文泉、杨久云、高立朝、李俊猛、马娜敬、金万辉、陈卫忠,4085650000.0,收益法,,left_only
1909309,全部资产及除应付股利与其他应付款外的全部负债,万鸿集团股份有限公司,百川资管、王东海、中金佳泰、王东江、王东水、秦涛、韩啸、马福有、张德文、李金波、介保海、付胜利、宋志强、沈亚彬、贾占顺、肖旺、符智伟、张志飞、叶海涛、刘宗林、杨国忠、王利华、贾俊霞、李祥、高广乔、郭淑城、袁伯强、窦彦明、贾俊青、尹志强、侯丙亮、王文泉、杨久云、高立朝、李俊猛、马娜敬、金万辉、陈卫忠,153960900.0,资产基础法,,left_only
1907345,100%股权,能投天然气,云南能投集团,954969000.0,资产基础法,,left_only
1907345,70%股权,天冶化工,云南能投集团,227198600.0,资产基础法,,left_only
1907345,52%股权,黄家坪水电,云南能投集团,16151100.0,资产基础法,,left_only
1907345,100%股权,天聚化工,云南能投集团,67724600.0,资产基础法,,left_only
1907345,55%股权,普阳煤化,云南能投集团,0.0,资产基础法,,left_only
1907345,氯碱化工业务资产及债权资产,云南盐化母公司,云南能投集团,793659200.0,资产基础法,,left_only
1903999,100%股权,东方梦幻,孟宪民、王冰、沈文、温剑锋、崔雪文、厦门荣信博投资合伙企业(有限合伙)、上海允程资产管理有限公司、北京济安金信科技有限公司,1290000000.0,收益法,,left_only
1902559,100%股权,能源集团,开投集团,,资产基础法,,left_only
1902559,40%股权,明州热电,明州控股,,资产基础法,,left_only
1902559,40%股权,科丰热电,明州控股,,资产基础法,,left_only
1902559,25%股权,长丰热电,明州控股,,收益法,,left_only
1902559,25%股权,明州生物质,明州控股,,资产基础法,,left_only
1902417,100%股权,赛格创业汇,赛格集团,1973327200.0,资产基础法,,left_only
1902417,55%股权,赛格康乐,赛格集团,316485400.0,资产基础法,,left_only
1902417,100%股权,赛格物业发展,赛格集团,101825600.0,资产基础法,,left_only
1902417,79.02%股权,赛格地产,赛格集团,2112536400.0,资产基础法,,left_only
1901956,配电网节能业务,国网节能,国网节能公司,373514600.0,资产基础法,,left_only
1897149,100%股权,医惠科技,医惠实业、润铭投资、凯泰科技、凯泰成长、浙江海邦、瑞经达创投、华睿富华、华鸿金润、凯泰创新、旗银创投、华睿蓝石、章笠中、周明明、王福根、陈芳华、王晓烨、李季、左康、余臻、彭军、何国平、郑凌峻、王建彬、周宣、沈莉萍、黄飙,1087240000.0,收益法,,left_only
1896343,100%股权,天上友嘉,何啸威、张强、刘自明、翟志伟、丁辰灵、产学研创投,1215000000.0,收益法,,left_only
1896248,30%股权,津航疏浚公司,唐港实业,,资产基础法,,left_only
1896248,18.58%股权,唐港铁路公司,唐港实业,,市场法,,left_only
1896248,10%股权,曹妃甸实业公司,唐港实业,,市场法,,left_only
1896248,6宗土地使用权及部分固定资产,唐港实业,唐港实业,,市场比较法、成本逼近法,,left_only
1896075,80%股权,联汛教育,许高镭、许高云、雷凡、李东英、彭辉、商融投资,576000000.0,收益法,,left_only
1895925,77%股权,海南置业,粤泰集团、广州新意,,,,left_only
1895925,90%股权,淮南置业,淮南中峰、粤泰集团,,,,left_only
1895925,广州天鹅湾项目二期,城启集团,城启集团,,,,left_only
1895925,雅鸣轩项目一期,广州建豪,广州建豪,,,,left_only
1895925,雅鸣轩项目二期,广州恒发,广州恒发,,,,left_only
1895925,城启大厦投资性房地产,广州豪城,广州豪城,,,,left_only
1893424,100%股权,博康智能,博康控股、新奥资本、张滔、复星创富、杨志诚、杨宇、田志伟、英特尔、深创投、智望博浩、红土创投、海德润创投、宁波天堂硅谷、台州天堂硅谷、天堂硅谷长泰、李璞、田广、慧添投资、信添投资、张善海、岚韵电子、庞谦、毛丰伟、虞向东、王野青、周功禹、章琦、周农、唐斌、翟芳,1650000000.0,收益法,,left_only
1891978,电解铝生产线、配套自备电厂相关资产及负债,怡力电业,山东怡力电业有限公司,7000000000.0,资产基础法,,left_only
1889412,100%股权,维尔科技,邹建军、恒生电子、王坚、夏贤斌、陆捷、杭州迈越、何文、德清融和、德清融创、郑庆华、朱华锋、王寅、杭州同喆、郭洪强、钱本成、叶建军、张宏伟、华仕洪,1020000000.0,收益法,,left_only
1887411,100%股权,北京视达科,罗卫宇、陈朱尧、严文娟、西藏光耀、初灵创投,660000000.0,收益法、资产基础法,,left_only
1881876,100%股权,星河园林,李大海、陈子舟、史自锋、崔荣峰、孟令军、张书、禹润平、刘金宝、姜乐来、陈阳、侯晓飞、李维彬、杨志宏、众鑫仁合,845000000.0,收益法,,left_only
1878543,54.71%股权,龙集公司,南京港集团、上港集团,,资产基础法,,left_only
1876104,30%股权,疏浚公司,唐港实业,,资产基础法,,left_only
1876104,18.58%股权,唐港铁路公司,唐港实业,,市场法,,left_only
1876104,10%股权,曹妃甸实业公司,唐港实业,,市场法,,left_only
1876104,6宗土地使用权、土地附着物,唐港实业,唐港实业,,资产基础法、市场比较法,,left_only
1875560,100%股权,金海运,李露,1355000000.0,收益法,,left_only
1873386,99.22%股权,格尔木藏格钾肥股份有限公司,藏格投资、永鸿实业、肖永明、联达时代、李明、杨平、金石投资、联达四方、华景君华、司浦林创投、林吉芳,8938963100.0,成本法,,left_only
1873386,扣除货币资金的全部资产负债,金谷源,藏格兴恒,155820700.0,资产基础法,,left_only
1868403,100%股权,圣泰生物,北京晋商、融泰沣熙、仁和汇智,2280000000.0,,,left_only
1864127,100%的股权,北方微电子,北京电控、圆合公司、七星集团、微电子所,930841900.0,资产基础法,,left_only
1863607,长平高速公路沿线的广告经营权和长春服务区、公主岭服务区及四平服务区的服务设施经营权,吉林省高速公路集团有限公司,吉林省高速公路集团有限公司,528375000.0,收益法,,left_only
1861637,100%股权,杭州三花微通道换热器有限公司,三花钱江,1280000000.0,,,left_only
1860795,75%的股权,富嘉融资租赁有限公司,Lambor Group Limited,675000000.0,,,left_only
1860704,100%股权,郑州金惠,张晨民、赵慧琴、新余市仙女湖区盛瑞泰和投资管理中心(有限合伙)、新疆盛世诚金股权投资合伙企业(有限合伙)、吉林省卓创众银股权投资基金合伙企业(有限合伙)、上海溱鼎创业投资管理中心(有限合伙)、宁波宝,1790000000.0,收益法,,left_only
1860704,100%股权,华网工程,柳安喜、张艺林、吴青、彭纯心、刘小山、贺佐智、江帆、蒋幼玲、文芳、王瀚、卢炜、赵洁、夏凯、李荣、李汉兵、胡鹏飞、梅辉冠、杜东标、吕露、汤胜、胡红卫,292800000.0,收益法,,left_only
1860460,80%的股权,海聆梦,邱建林、倪晨、汪方、李信林、张友东、杨廷栋、包文龙、崔竑宇、苏亚丽、刘萍、朱启锋、周兴志、黄秀国、倪震、苏州国润、上海创丰、上海景嘉、创丰智笙、河北国创、蒋乾锐、邱醒亚、周晓萍、泓兆信息、新疆通海,607622700.0,收益法,,left_only
1859574,20.77%股权,闻泰通讯,闻天下,743566100.0,收益法,,left_only
1859574,70%股权,连云港中茵,,,,,left_only
1859574,60%股权,昆山泰莱,,,,,left_only
1859574,100%股权,昆山酒店,,,,,left_only
1859574,100%股权,中茵商管,,,,,left_only
1859574,100%股权,江苏中茵,,,,,left_only
1859574,100%股权,苏州皇冠,,,,,left_only
1859574,3.8%股权,徐州中茵,,,,,left_only
1858066,100%的股权,深圳兴飞,深圳长飞、腾兴旺达、陈峰、中兴通讯、隆兴茂达,1500000000.0,收益法,,left_only
1858066,100%的股权,实达信息,北京昂展置业有限公司,,资产基础法,,left_only
1858066,23.5%的股权,长春融创,北京昂展置业有限公司,,资产基础法,,left_only
1858066,17%的股权,实达设备,北京昂展置业有限公司,,收益法,,left_only
1857162,100%股权,龙昊公司,洛玻集团,,资产基础法,,left_only
1857162,63.98%股权,龙飞公司,洛玻集团,,资产基础法,,left_only
1857162,67%股权,登封硅砂,洛玻集团,,资产基础法,,left_only
1857162,52%股权,华盛矿产,洛玻集团,,资产基础法,,left_only
1857162,40.29%股权,集团矿产,洛玻集团,,资产基础法,,left_only
1857162,债权(包括应收账款、其他应收款和委托贷款),龙昊公司、龙飞公司、龙翔公司、华盛矿产、集团矿产,洛玻集团,,资产基础法,,left_only
1857162,100%股权,蚌埠中建材信息显示材料有限公司,洛玻集团,,资产基础法,,left_only
1856774,100%的股份,长春长生,高俊芳、张洺豪、芜湖卓瑞、北京华筹、长春祥升、殷礼、杨红、张敏、周楠昕、上海沃源、杨曼丽、简兴投资、礼兴投资、张友奎、王力宁、李凤芝、施国琴、张晶、韩晓霏、张宏,,,,left_only
1856774,"除24,970万元货币资金及12,030万元保本理财产品以外的全部资产及负债",黄海机械,高俊芳、张洺豪、芜湖卓瑞、北京华筹、长春祥升、殷礼、杨红、张敏、周楠昕、上海沃源、杨曼丽、简兴投资、礼兴投资、张友奎、王力宁、李凤芝、施国琴、张晶、韩晓霏、张宏,,,,left_only
1855256,25.19%股权,中利腾晖光伏科技有限公司,国开金融有限责任公司、农银(苏州)投资管理有限公司、无锡国联创投基金企业(有限合伙)、农银无锡股权投资基金企业(有限合伙)、农银国联无锡投资管理有限公司,1176000000.0,收益法,,left_only
1854932,72%股权,网新电气,网新集团、陈根土、沈越、张灿洪,,,,left_only
1854932,100%股权,网新信息,网新集团,,,,left_only
1854932,24.47%股权,网新恩普,江正元、岐兵、蒋永明、邵震洲、杨波、张美霞、高春林、冯惠忠、陈琦、赵维武,,,,left_only
1854932,78.26%股权,普吉投资,网新集团、陈根土、沈越、张灿洪、江正元、岐兵、邵震洲、杨波、张美霞、高春林、陈琦、赵维武、冯惠忠、蒋永明、黄海燕、周斌、李壮、汪勇、陈琰、郑劲飞、龚明伟、刘风、徐萍、刘音、丁强、华涛、朱莉萍、柯章炮、,,,,left_only
1854417,100%的股权,深圳玉龙宫,中兴建设,320000000.0,资产基础法,,left_only
1854417,100%的股权,深圳鑫龙海,万泽集团,58000000.0,资产基础法,,left_only
1853389,100%股权,铁岭公司,华电能源、辽宁能源,,,,left_only
1853210,100%的股权,天龙钨钼,刁其合、苏国平、银汉兴业、普凯天吉、普凯天祥、扬帆恒利、丁琳、苏国军、杨义兵、蔡立辉、高爱生、方庆玉,1035880000.0,收益法,,left_only
1853209,100%股权,协鑫有限,上海其辰,4500000000.0,收益法,,left_only
1851877,100%股权,红阳机电,豫西工业集团,,资产基础法,,left_only
1851877,100%股权,北方向东,豫西工业集团,,资产基础法,,left_only
1851877,100%股权,北方红宇,豫西工业集团,,资产基础法,,left_only
1851877,100%股权,红宇专汽,豫西工业集团,,资产基础法,,left_only
1851877,100%股权,北方滨海,山东工业集团,,资产基础法,,left_only
1851877,100%股权,江机特种,江北机械,,资产基础法,,left_only
1851519,100%股权,北方微电子,北京电控、圆合公司、七星集团、微电子所,,资产基础法,,left_only
1851505,100%的股权,北京北方微电子基地设备工艺研究中心有限责任公司,北京圆合电子技术股份有限公司,,,,left_only
1851279,100%股权,上海海兰劳雷海洋科技有限公司,上海言盛、申万秋,550600000.0,资产基础法,,left_only
1849432,100%股权,赣州东磁,东磁有限、恒益投资,552000000.0,收益法,,left_only
1849432,钕铁硼业务相关资产(包括英洛华进出口100%股权),横店进出口,横店进出口,61000000.0,收益法,,left_only
1848780,100%股权,广州掌淘网络科技有限公司,陈钢强、林奇、彭杰、周立军、李驰、王玉辉、广州掌淘投资咨询有限公司、广州红土科信创业投资有限公司、广东红土创业投资有限公司、深圳市创新投资集团有限公司,,收益法,,left_only
1848461,100%股权,什邡市明日宇航工业股份有限公司,韩华、杨立军、卢臻、尹瑛、杨艳、黄云辉、冷严、张蕾、刘佳春、张小京、张舜、方子恒、胡鑫、张杏徽、黄丽华、王鲁峰、汪丽、杨峰、冯菊、高新投资、华控永拓、星昇投资、盛圭信息、金石投资、天津伍通、中国风投、宝安资产、华控成长、华控科技,3639670000.0,,,left_only
1847239,75%股权,润兴租赁,润泽投资,1875000000.0,收益法,,left_only
1847156,100%股权,江苏艾科半导体有限公司,王刚、镇江银河、高雅萍、镇江红土、深创投、南京优势、艾柯赛尔、吴江富坤、深圳红土、淮海红土、昆山红土,1080000000.0,成本法,,left_only
1844957,100%股权,亚中物流,广汇集团、西安龙达、广汇化建,4400000000.0,收益法,,left_only
1844545,85.01%的股份,普德药业,普华领先、胡成伟、西藏富思特、天津宸瑞、天津元祥,2388729900.0,,,left_only
1843616,100%股份,中节能太阳能科技股份有限公司,中国节能、蹈德咏仁、吴姗、中新建招商、邦信资产、东方邦信创业投资有限公司、欧擎北源、王莉亚、西域红业、张奕晖、沃乾润、上海沃璞隆投资管理中心(有限合伙)、谦德咏仁、姚颖彦、深圳华禹、山南锦龙、欧擎北能、胡菊仙、中节新能、中核投资、西证阳光、招商局银科、合众建能、李金鑫,8519000000.0,收益法,,left_only
1843616,全部资产和负债,桐君阁,中国节能、蹈德咏仁、吴姗、中新建招商、邦信资产、东方邦信创业投资有限公司、欧擎北源、王莉亚、西域红业、张奕晖、沃乾润、上海沃璞隆投资管理中心(有限合伙)、谦德咏仁、姚颖彦、深圳华禹、山南锦龙、欧擎北能、胡菊仙、中节新能、中核投资、西证阳光、招商局银科、合众建能、李金鑫,485200000.0,收益法,,left_only
1843545,100%股权,武汉南瑞,国网电科院,1129852800.0,,,left_only
1843063,100%股权,同济堂医药,同济堂控股、盛世建金、西藏天然道、盛世信金、盛世坤金、卓健投资、东土宝盈、京粮鑫牛、上海燕鹤、新疆华实、倍递投资、上海沁朴、三禾元硕、三和卓健、中诚信、开元金通、广汇信、众明投资、GPC,6125713300.0,收益法,,left_only
1843063,50%股权,乌苏啤酒,嘉士伯,559283800.0,资产基础法,,left_only
1842978,100%股权,商社汽贸,商社集团,,收益法,,left_only
1842978,100%股权,商社电商,商社集团,,资产基础法,,left_only
1842978,100%股权,商社家维,商社集团,,资产基础法,,left_only
1842978,100%股权,仕益质检,商社集团,,收益法,,left_only
1842978,100%股权,中天物业,商社集团,,资产基础法,,left_only
1842084,100%股权,汇元达,新余顺成投资合伙企业(有限合伙)、新余文皓投资合伙企业(有限合伙)、四川产业振兴发展投资基金有限公司、攀枝花市扬帆工贸有限公司、上海舜佃投资管理中心(有限合伙)、成都天下惠融企业管理中心(有限合伙)、,4000000000.0,资产基础法,,left_only
1841128,100%股权,陕西必康,新沂必康、陕西北度、阳光融汇、华夏人寿、上海萃竹、深创投,7020000000.0,收益法,,left_only
1840132,100%股权,三亚新大兴园林股份有限公司,三亚大兴集团有限公司、三亚厚德投资管理有限公司、宁波嘉丰股权投资合伙企业(有限合伙)、广州市富晨兴业投资中心(有限合伙)、冯活晓、邓雁栋、徐伟文、何小锋,450000000.0,,,left_only
1840118,100%股权,掌信彩通,香港益亮,1460000000.0,收益法,,left_only
1839169,CX01生产线、 CX03生产线相关设备及专利技术,电子玻璃公司,彩虹集团公司,837220000.0,收益法,,left_only
1839057,100%股权,丽江德润,海纳宏源,555000000.0,资产基础法,,left_only
1838894,100%股权,江苏艾科半导体有限公司,王刚、镇江银河、高雅萍、镇江红土、深创投、南京优势、艾柯赛尔、吴江富坤、深圳红土、淮海红土、昆山红土,1080000000.0,收益法,,left_only
1838613,100%股权,嘉林药业,美林控股、上海岳野、新疆梧桐、深圳珠峰、深圳中欧、权葳、张昊、曹乐生,8368961000.0,收益法,,left_only
1838613,全部资产及负债,天山纺织,凯迪投资、凯迪矿业,917537600.0,资产基础法,,left_only
1838008,54%股权,新疆富丽达纤维有限公司,浙江富丽达股份有限公司、新疆中泰(集团)有限责任公司、新疆泰昌实业有限责任公司、新疆富达投资担保有限公司,1842826300.0,收益法,,left_only
1838008,49%股权,巴州金富特种纱业有限公司,杭州金丰纺织有限公司、杭州康源投资管理有限公司、杭州永固汽车零部件有限公司,199610000.0,收益法,,left_only
1838008,100%股权,新疆蓝天石油化学物流有限责任公司,新疆中泰(集团)有限责任公司、厦门世纪宝伦投资有限公司、新疆九洲恒昌物流有限公司、乌鲁木齐鑫汇鑫化工有限责任公司、新疆鑫和聚丰投资有限公司、刘金国、新疆振坤物流有限公司,725441500.0,收益法,,left_only
1837819,75%股权,宝信汽车集团有限公司,宝信投资、瑞华环球、创怡投资、宝捷投资、Schroders Plc,9467653968.46,,,left_only
1837712,100%股权,红阳机电,豫西工业集团,,资产基础法,,left_only
1837712,100%股权,北方向东,豫西工业集团,,资产基础法,,left_only
1837712,100%股权,北方红宇,豫西工业集团,,资产基础法,,left_only
1837712,100%股权,红宇专汽,豫西工业集团,,资产基础法,,left_only
1837712,100%股权,北方滨海,山东工业集团,,资产基础法,,left_only
1837712,100%股权,江机特种,江北机械,,资产基础法,,left_only
1837639,100%股权,京城国际,北京京城机电控股有限责任公司、京城控股(欧洲)有限公司,498384800.0,资产基础法,,left_only
1835511,100%股权,乐迪网络,郭继冬、张少东、胡其玲、张莹、东方飞马,75000000.0,收益法,,left_only
1835511,100%股权,雅力科技,胡靖、张南、许飞、居国进,130000000.0,收益法,,left_only
1832289,100%股权,力帝集团,天奇投资,490000000.0,,,left_only
1832289,66.50%股权,宁波回收,沈德明,86450000.0,,,left_only
1831616,100%股权,丽江德润,海纳宏源投资有限公司,555000000.0,,,left_only
1830982,50.99%的股权,吉林化工,中国吉林森林工业集团有限责任公司、吉林森工人造板集团有限责任公司,,,,left_only
1830982,75%的股权,白山人造板公司,中国吉林森林工业集团有限责任公司、吉林森工人造板集团有限责任公司,,,,left_only
1830982,50.99%的股权,白河刨花板公司,中国吉林森林工业集团有限责任公司、吉林森工人造板集团有限责任公司,,,,left_only
1830982,100%的股权,露水河人造板公司,中国吉林森林工业集团有限责任公司、吉林森工人造板集团有限责任公司,,,,left_only
1830982,与人造板业务相关的资产及负债,吉林森林工业股份有限公司,中国吉林森林工业集团有限责任公司、吉林森工人造板集团有限责任公司,,,,left_only
1830950,资产及负债,北京湘鄂情投资,克州湘鄂情,532513600.0,资产基础法,,left_only
1830024,100%股份,江苏华大,吴志明、施耿明、吴忠燕、高新投、钱月萍、章志良、沈瑞东、高华、施学明、顾卫一、李萍、胡小薇、黄建忠、黄江、袁国兵、蒋嵬、蔡建春、施永成、钱利东、黄建清、魏琴,,,,left_only
1829859,100%股权,电气实业,电气总公司,,资产基础法,,left_only
1829859,61%股权,上海电装,电气总公司,,资产基础法,,left_only
1829859,100%股权,上鼓公司,电气总公司,,资产基础法,,left_only
1829859,14.79%股权,上海轨发,电气总公司,,资产基础法,,left_only
1827499,100%股权,苏州德迈科,黄建中、王炯、吴永生、乐振武、吕乃二、中谷投资,365000000.0,收益法,,left_only
1827499,100%股权,精密铸造,威达集团,121000000.0,收益法,,left_only
1827384,100%股权,中房长远,张志永,91798600.0,资产基础法,,left_only
1827384,100%股权,中房华北,张志永,55480600.0,资产基础法,,left_only
1827200,80%股权,海聆梦,邱建林、倪晨、汪方、崔竑宇、李信林、苏亚丽、刘萍、朱启锋、周兴志、张友东、黄秀国、倪震、苏州国润、杨廷栋、包文龙、何余金、上海智笙、上海景嘉、上海创丰、河北国创、周晓萍、蒋乾锐、邱醒亚、泓兆信息、新疆通海,609304000.0,收益法,,left_only
1827200,100%股权,华茂进出口,华茂集团,,收益法,,left_only
1826004,70%股权,连云港中茵,闻天下,,,,left_only
1826004,60%股权,昆山泰莱,闻天下,,,,left_only
1826004,100%股权,昆山酒店,闻天下,,,,left_only
1826004,100%股权,中茵商管,闻天下,,,,left_only
1826004,100%股权,江苏中茵,闻天下,,,,left_only
1826004,100%股权,苏州皇冠,闻天下,,,,left_only
1826004,3.8%股权,徐州中茵,闻天下,,,,left_only
1826004,49%股权,闻泰通讯,闻天下、Wingtech Limited、 CHL,1754265100.0,,,left_only
1825172,70%股权,湖南新合新生物医药有限公司,刘喜荣、李军民、冯战胜、符杰、欧阳支、常德沅澧,525000000.0,收益法,,left_only
1823321,100%股权,重庆西南合成制药有限公司,合成集团,,,,left_only
1823321,66.86%股权,重庆方鑫精细化工有限公司,合成集团,,,,left_only
1823321,92.26%股权,北大医药重庆大新药业股份有限公司,合成集团,,,,left_only
1823321,100%股权,重庆和生药业有限公司,重庆磐泰,53781300.0,,,left_only
1822553,100%股权,赣州东磁,东磁有限、恒益投资,552000000.0,收益法,,left_only
1822553,钕铁硼业务相关资产,横店进出口,横店进出口,61000000.0,收益法,,left_only
1822538,100%股权,金龙股份,李长杰、渣打直投、周永利、海亮集团、高盛投资、冯方、冀学峰、张玉芬、王世中、马玉亮、赵丽、熊双奎、张旭辉、徐明、张金利、王智斌、王卫防、高宇、张海鹰、桑希前、李述中、刘建忠、朱学海、李剑平、赵亮、肖萍、曹相杰、郝云玉、郭闻政、董志强、孙长科、张普妹、赵红生、李兴奇、刘滨、张习刚、王向东、关新明、张辉、孙新春、曲少杰、任强、胡新胜、王琳、王永旺、张建军、董顺德、俞朝晖、黄传亮,3254212500.0,收益法,,left_only
1822087,100%股权,师凯科技,李巍屹、李继昌、李巍岩、王敬芝、李巍峰,750000000.0,收益法,,left_only
1821943,100%股权,慕威时尚,张龙、王宇新、马大鹏、逄宇峰,1200000000.0,收益法,,left_only
1821943,100%股权,重庆世茂影院管理有限公司等14家公司,世茂影院投资发展有限公司,1000000000.0,收益法,,left_only
1821763,100%股权,龙滩水电开发有限公司,大唐集团、广西投资、贵州产投,16871814300.0,资产基础法,,left_only
1821362,66%股权,六医公司,贵阳市医院管理(集团)有限公司,,,,left_only
1819509,100%股权,宁东铁路,宁国运公司、信达资产、神华宁煤、华电国际、宁夏能源铝业,,资产基础法,,left_only
1818092,100%股权,哈尔滨圣泰生物制药有限公司,北京晋商、融泰沣熙、仁和汇智,2280000000.0,收益法,,left_only
1815837,100%股权,传化物流,传化集团、长安资管、华安资管、长城资管、中阳融正、陆家嘴基金、凯石资管(一)、西藏投资,20000000000.0,,,left_only
1813818,100%股权,昆明瑞丰印刷有限公司,袁伍妹、深圳轩建发,648200000.0,市场法,,left_only
1813147,东风探矿权、东风采矿权及相关资产与负债,黄金集团,黄金集团,1650894100.0,资产基础法,,left_only
1813147,70.65%股权,归来庄公司,有色集团,598313700.0,资产基础法,,left_only
1813147,100%股权,蓬莱矿业,有色集团、金茂矿业、王志强,819779300.0,资产基础法,,left_only
1813147,新立探矿权,黄金地勘,黄金地勘,1404868400.0,资产基础法,,left_only
1811013,54%股权,新疆富丽达纤维有限公司,浙江富丽达、中泰集团、泰昌实业、富达担保,1853979500.0,收益法,,left_only
1811013,49%股权,巴州金富特种纱业有限公司,金丰纺织、康源投资、永固零部件,203367600.0,收益法,,left_only
1811013,100%股权,新疆蓝天石油化学物流有限责任公司,中泰集团、世纪宝伦、九洲恒昌、鑫汇鑫、鑫和聚丰、刘金国、振坤物流,743769600.0,收益法,,left_only
1809393,100%股权,北京屹立由数据有限公司,北京网数通网络技术有限公司、北京维云创艺科技有限公司,248626100.0,收益法,,left_only
1806746,100%股权,国盛证券有限责任公司,中江信托、赣粤高速、江西财投、江西投资、江西能源、江西地矿、江西地勘、锦峰投资、江西医药,6930000000.0,市场法,,left_only
1805432,100.00%股权,苏州华启智能科技有限公司,德升金腾、上海蓝都、德丰杰正道、宁波朗盛、无锡乾创、易程新技术、创思博特、景鸿联创、钟华、江楠、陈熙鹏、戴伟、刘晓华、徐惠萍、左大永、胡勇军、王宏雷,713000000.0,收益法,,left_only
1805432,100.00%股权,广州嘉崎智能科技有限公司,拉萨网华、富成创业、梁铭妹、王俊、牛豫鹏、桑爱鹏、余雷、刘小君、李隆涛、陈雪松、焦艳、郑习坤、杨诗磊、王信、力鼎恒益,200000000.0,收益法,,left_only
1805340,100%股权,中航复材,中航高科、航材院、制造所、北京国管中心、京国发基金,1543307300.0,资产基础法,,left_only
1805340,100%股权,优材京航,航材院、中航高科、中航智控、中国航材,59839100.0,资产基础法,,left_only
